"subj" "item" "rt" "question.acc" "cond_rt" "int"
"74990" 14 39 1033 1 "LI" -1
"75003" 14 55 383 1 "HI" 1
"75016" 14 14 886 1 "HI" 1
"75029" 14 43 563 1 "HI" 1
"75042" 14 15 383 0 "LI" -1
"75056" 14 40 451 1 "LI" -1
"75069" 14 8 387 1 "HI" 1
"75082" 14 58 602 1 "LI" -1
"75095" 14 36 315 1 "HI" 1
"75108" 14 3 340 1 "LI" -1
"75121" 14 6 383 1 "HI" 1
"75133" 14 47 301 1 "LI" -1
"75147" 14 31 512 0 "HI" 1
"75160" 14 50 304 1 "HI" 1
"75173" 14 13 408 0 "HI" 1
"75186" 14 60 340 1 "HI" 1
"75199" 14 20 290 1 "HI" 1
"75213" 14 41 433 0 "LI" -1
"75226" 14 54 552 1 "HI" 1
"75238" 14 30 444 1 "HI" 1
"75251" 14 56 386 1 "HI" 1
"75264" 14 18 401 1 "HI" 1
"75277" 14 10 372 1 "LI" -1
"75291" 14 48 566 1 "HI" 1
"75305" 14 28 318 1 "LI" -1
"75319" 14 32 376 1 "HI" 1
"75333" 14 9 548 1 "LI" -1
"75346" 14 42 458 1 "HI" 1
"75359" 14 21 336 1 "LI" -1
"75372" 14 11 387 1 "LI" -1
"75385" 14 26 598 1 "HI" 1
"75399" 14 34 401 1 "LI" -1
"75412" 14 17 437 1 "LI" -1
"75426" 15 53 1183 1 "HI" 1
"75437" 15 26 1068 1 "LI" -1
"75451" 15 45 716 1 "LI" -1
"75463" 15 2 874 1 "LI" -1
"75477" 15 34 1714 1 "LI" -1
"75490" 15 10 634 0 "LI" -1
"75504" 15 59 1122 1 "HI" 1
"75517" 15 51 3112 1 "LI" -1
"75529" 15 21 2574 1 "LI" -1
"75542" 15 58 1032 1 "LI" -1
"75555" 15 27 835 1 "LI" -1
"75568" 15 57 1541 1 "LI" -1
"75580" 15 35 2901 1 "HI" 1
"75593" 15 28 1635 0 "LI" -1
"75607" 15 56 1215 1 "LI" -1
"75620" 15 46 555 1 "LI" -1
"75632" 15 41 620 1 "HI" 1
"75645" 15 18 591 1 "HI" 1
"75658" 15 31 878 1 "HI" 1
"75671" 15 60 1154 1 "HI" 1
"75684" 15 55 781 1 "HI" 1
"75697" 15 40 447 0 "LI" -1
"75710" 15 48 605 1 "HI" 1
"75724" 15 14 1369 1 "LI" -1
"75737" 15 29 1089 1 "HI" 1
"75750" 15 50 623 1 "LI" -1
"75763" 15 13 698 1 "HI" 1
"75776" 15 52 1330 0 "LI" -1
"75790" 15 19 2416 1 "HI" 1
"75804" 15 49 401 1 "HI" 1
"75818" 15 6 1003 1 "HI" 1
"75830" 15 5 455 1 "HI" 1
"75844" 15 17 2610 1 "HI" 1
"75858" 15 8 892 1 "LI" -1
"75871" 15 37 419 1 "HI" 1
"75884" 15 42 530 1 "HI" 1
"75897" 15 23 1426 1 "HI" 1
"75910" 15 3 727 1 "LI" -1
"75923" 15 7 648 0 "HI" 1
"75936" 15 30 1143 1 "HI" 1
"75949" 15 1 853 0 "HI" 1
"75962" 15 4 619 1 "LI" -1
"75975" 15 16 2642 1 "LI" -1
"75989" 15 32 472 1 "LI" -1
"76003" 15 15 619 1 "LI" -1
"76017" 15 44 566 1 "LI" -1
"76030" 15 38 602 1 "LI" -1
"76043" 15 9 462 1 "LI" -1
"76056" 15 36 691 1 "HI" 1
"76069" 15 33 469 1 "LI" -1
"76082" 15 47 505 1 "HI" 1
"76096" 15 11 476 1 "HI" 1
"76109" 15 12 437 1 "HI" 1
"76123" 15 39 523 1 "LI" -1
"76136" 15 25 602 0 "HI" 1
"76149" 15 22 544 1 "LI" -1
"76163" 15 20 515 0 "LI" -1
"76177" 15 24 1032 1 "HI" 1
"76190" 15 54 594 1 "HI" 1
"76202" 15 43 3094 1 "HI" 1
"76215" 16 34 588 1 "HI" 1
"76228" 16 2 739 1 "LI" -1
"76242" 16 33 768 1 "LI" -1
"76255" 16 42 793 0 "HI" 1
"76268" 16 14 675 1 "LI" -1
"76281" 16 36 660 0 "HI" 1
"76294" 16 44 808 1 "LI" -1
"76307" 16 37 635 1 "LI" -1
"76321" 16 25 599 1 "LI" -1
"76334" 16 46 650 1 "HI" 1
"76346" 16 27 516 1 "LI" -1
"76360" 16 12 502 1 "HI" 1
"76374" 16 18 524 0 "HI" 1
"76387" 16 24 549 1 "HI" 1
"76400" 16 21 595 0 "LI" -1
"76413" 16 8 538 1 "LI" -1
"76426" 16 56 602 1 "LI" -1
"76439" 16 1 577 1 "LI" -1
"76452" 16 60 563 0 "HI" 1
"76465" 16 53 516 1 "HI" 1
"76477" 16 26 657 1 "LI" -1
"76491" 16 29 516 1 "HI" 1
"76504" 16 9 624 1 "LI" -1
"76517" 16 16 592 1 "HI" 1
"76531" 16 49 581 1 "LI" -1
"76545" 16 3 585 1 "LI" -1
"76558" 16 38 567 1 "LI" -1
"76571" 16 47 462 1 "HI" 1
"76585" 16 7 721 1 "LI" -1
"76598" 16 11 491 1 "HI" 1
"76611" 16 52 552 1 "HI" 1
"76625" 16 35 534 1 "HI" 1
"76638" 16 13 531 1 "LI" -1
"76651" 16 45 660 1 "LI" -1
"76663" 16 20 444 1 "LI" -1
"76677" 16 55 567 1 "LI" -1
"76690" 16 17 491 1 "HI" 1
"76704" 16 15 545 0 "LI" -1
"76718" 16 40 620 1 "HI" 1
"76731" 16 30 541 1 "HI" 1
"76744" 16 10 538 0 "HI" 1
"76758" 16 41 437 1 "HI" 1
"76771" 16 32 559 1 "LI" -1
"76785" 16 54 1087 1 "HI" 1
"76797" 16 4 434 1 "HI" 1
"76810" 16 28 462 0 "HI" 1
"76824" 16 6 412 1 "HI" 1
"76836" 16 50 570 1 "LI" -1
"76849" 16 48 617 1 "HI" 1
"76863" 16 51 541 1 "LI" -1
"76876" 16 58 646 1 "HI" 1
"76889" 16 43 455 1 "LI" -1
"76902" 16 57 484 1 "LI" -1
"76914" 16 39 570 1 "LI" -1
"76927" 16 19 412 1 "LI" -1
"76941" 16 23 480 1 "HI" 1
"76954" 16 31 520 1 "LI" -1
"76967" 16 5 570 1 "HI" 1
"76981" 16 59 480 1 "HI" 1
"76994" 16 22 462 0 "HI" 1
"77008" 17 30 304 1 "LI" -1
"77021" 17 9 330 1 "HI" 1
"77034" 17 19 423 1 "LI" -1
"77048" 17 31 315 0 "LI" -1
"77061" 17 48 329 1 "LI" -1
"77075" 17 5 473 1 "HI" 1
"77089" 17 52 372 1 "HI" 1
"77103" 17 43 275 1 "LI" -1
"77116" 17 3 304 1 "HI" 1
"77129" 17 7 423 1 "LI" -1
"77142" 17 10 329 0 "HI" 1
"77156" 17 39 397 1 "HI" 1
"77169" 17 1 423 0 "LI" -1
"77182" 17 15 362 1 "HI" 1
"77196" 17 38 857 1 "LI" -1
"77209" 17 57 731 1 "HI" 1
"77221" 17 6 283 1 "LI" -1
"77233" 17 25 268 1 "LI" -1
"77246" 17 20 1611 1 "LI" -1
"77260" 17 40 401 0 "HI" 1
"77273" 17 56 556 1 "LI" -1
"77286" 17 41 545 1 "HI" 1
"77299" 17 27 1105 0 "HI" 1
"77313" 17 54 322 1 "LI" -1
"77325" 17 18 372 1 "LI" -1
"77338" 17 35 617 1 "HI" 1
"77351" 17 45 347 1 "HI" 1
"77363" 17 17 279 1 "HI" 1
"77377" 17 44 372 1 "LI" -1
"77390" 17 36 408 1 "LI" -1
"77403" 17 8 365 1 "LI" -1
"77415" 17 21 275 1 "HI" 1
"77428" 17 60 322 1 "LI" -1
"77440" 17 26 1216 0 "LI" -1
"77454" 17 23 351 1 "HI" 1
"77467" 17 13 405 1 "LI" -1
"77480" 17 29 272 1 "HI" 1
"77493" 17 12 358 1 "LI" -1
"77507" 17 51 322 1 "HI" 1
"77520" 17 16 444 0 "HI" 1
"77534" 17 34 387 1 "HI" 1
"77547" 17 4 426 1 "HI" 1
"77560" 17 14 308 1 "LI" -1
"77572" 17 46 290 1 "HI" 1
"77584" 17 58 337 1 "HI" 1
"77597" 17 22 455 1 "HI" 1
"77611" 17 24 293 1 "LI" -1
"77624" 17 11 739 1 "HI" 1
"77637" 17 50 326 1 "LI" -1
"77650" 17 53 308 0 "HI" 1
"77662" 17 2 408 1 "LI" -1
"77676" 17 47 617 1 "HI" 1
"77690" 17 49 362 0 "LI" -1
"77704" 17 28 283 1 "HI" 1
"77717" 17 59 469 1 "HI" 1
"77730" 17 32 864 1 "LI" -1
"77744" 17 33 329 1 "HI" 1
"77757" 17 55 731 0 "LI" -1
"77770" 17 37 595 1 "LI" -1
"77784" 18 19 498 1 "LI" -1
"77798" 18 50 584 1 "HI" 1
"77811" 18 35 1841 1 "LI" -1
"77824" 18 60 606 1 "LI" -1
"77837" 18 14 509 1 "HI" 1
"77850" 18 34 1116 0 "HI" 1
"77863" 18 11 1859 1 "LI" -1
"77876" 18 1 721 1 "LI" -1
"77889" 18 45 494 1 "HI" 1
"77901" 18 22 803 0 "HI" 1
"77915" 18 39 1001 1 "HI" 1
"77928" 18 21 480 1 "HI" 1
"77941" 18 18 422 0 "LI" -1
"77954" 18 56 426 1 "HI" 1
"77967" 18 53 527 1 "LI" -1
"77979" 18 17 351 1 "LI" -1
"77993" 18 7 509 1 "LI" -1
"78006" 18 43 1087 1 "LI" -1
"78019" 18 2 437 1 "HI" 1
"78033" 18 6 523 1 "LI" -1
"78045" 18 30 613 0 "LI" -1
"78058" 18 24 918 1 "LI" -1
"78071" 18 55 724 0 "LI" -1
"78084" 18 48 480 1 "LI" -1
"78098" 18 4 1029 1 "HI" 1
"78111" 18 31 1815 1 "LI" -1
"78124" 18 51 498 1 "HI" 1
"78137" 18 49 516 1 "LI" -1
"78151" 18 33 735 1 "HI" 1
"78164" 18 16 440 0 "HI" 1
"78178" 18 41 846 1 "LI" -1
"78191" 18 3 1503 1 "HI" 1
"78204" 18 44 922 1 "HI" 1
"78217" 18 38 983 1 "HI" 1
"78230" 18 52 983 1 "HI" 1
"78244" 18 47 465 1 "LI" -1
"78258" 18 27 268 1 "HI" 1
"78272" 18 40 505 1 "HI" 1
"78285" 18 28 878 1 "HI" 1
"78299" 18 12 390 1 "LI" -1
"78313" 18 46 344 1 "HI" 1
"78325" 18 36 957 1 "LI" -1
"78338" 18 57 376 1 "HI" 1
"78350" 18 58 369 1 "HI" 1
"78363" 18 8 451 1 "HI" 1
"78376" 18 10 483 1 "HI" 1
"78390" 18 25 333 1 "LI" -1
"78403" 18 59 771 1 "LI" -1
"78416" 18 23 401 1 "LI" -1
"78429" 18 29 376 1 "LI" -1
"78442" 18 54 333 1 "LI" -1
"78454" 18 20 232 1 "HI" 1
"78468" 18 37 358 0 "LI" -1
"78482" 18 9 387 1 "HI" 1
"78495" 18 5 365 1 "LI" -1
"78509" 18 13 1130 1 "LI" -1
"78522" 18 15 361 1 "HI" 1
"78536" 18 26 462 1 "HI" 1
"78550" 18 32 2134 1 "HI" 1
"78564" 19 18 1484 0 "LI" -1
"78577" 19 9 541 0 "HI" 1
"78590" 19 29 1022 1 "LI" -1
"78603" 19 17 1610 1 "LI" -1
"78617" 19 37 516 0 "HI" 1
"78631" 19 36 2453 0 "LI" -1
"78644" 19 52 3128 1 "LI" -1
"78658" 19 60 659 0 "LI" -1
"78671" 19 6 476 0 "LI" -1
"78683" 19 44 656 1 "HI" 1
"78696" 19 43 336 1 "HI" 1
"78709" 19 21 1513 1 "HI" 1
"78722" 19 16 1212 1 "LI" -1
"78736" 19 12 609 0 "LI" -1
"78750" 19 19 1614 1 "HI" 1
"78764" 19 38 1463 0 "HI" 1
"78777" 19 8 444 1 "HI" 1
"78790" 19 7 623 1 "HI" 1
"78803" 19 23 569 1 "LI" -1
"78816" 19 3 494 0 "HI" 1
"78829" 19 22 670 1 "LI" -1
"78843" 19 20 2568 1 "HI" 1
"78857" 19 49 1208 0 "HI" 1
"78871" 19 53 1154 0 "LI" -1
"78883" 19 2 494 1 "HI" 1
"78897" 19 57 555 0 "HI" 1
"78909" 19 48 412 0 "LI" -1
"78923" 19 33 724 0 "HI" 1
"78936" 19 32 932 0 "HI" 1
"78950" 19 25 426 1 "HI" 1
"78963" 19 41 1455 1 "LI" -1
"78976" 19 35 544 1 "LI" -1
"78989" 19 11 645 1 "LI" -1
"79002" 19 1 681 1 "HI" 1
"79015" 19 56 497 0 "HI" 1
"79028" 19 45 526 1 "HI" 1
"79040" 19 10 465 1 "LI" -1
"79054" 19 28 469 0 "LI" -1
"79068" 19 39 652 1 "HI" 1
"79081" 19 55 577 0 "HI" 1
"79094" 19 31 680 1 "HI" 1
"79107" 19 34 307 0 "LI" -1
"79120" 19 47 533 1 "LI" -1
"79134" 19 14 469 1 "HI" 1
"79147" 19 26 899 0 "HI" 1
"79161" 19 46 480 1 "LI" -1
"79173" 19 54 1061 1 "LI" -1
"79185" 19 40 1168 0 "LI" -1
"79198" 19 50 462 1 "HI" 1
"79211" 19 13 548 1 "HI" 1
"79224" 19 58 537 1 "LI" -1
"79237" 19 30 548 1 "LI" -1
"79250" 19 59 422 1 "LI" -1
"79263" 19 51 946 0 "HI" 1
"79276" 19 4 379 1 "LI" -1
"79289" 19 24 821 0 "LI" -1
"79302" 19 27 455 0 "HI" 1
"79316" 19 15 828 0 "HI" 1
"79330" 19 5 422 1 "LI" -1
"79344" 20 23 426 0 "LI" -1
"79357" 20 29 347 0 "LI" -1
"79370" 20 30 394 1 "HI" 1
"79383" 20 33 387 1 "LI" -1
"79396" 20 22 448 1 "LI" -1
"79410" 20 7 329 1 "HI" 1
"79423" 20 45 358 1 "LI" -1
"79435" 20 36 383 1 "HI" 1
"79448" 20 57 329 1 "LI" -1
"79460" 20 31 394 0 "HI" 1
"79473" 20 16 358 1 "LI" -1
"79487" 20 49 365 1 "HI" 1
"79501" 20 18 379 1 "HI" 1
"79514" 20 51 404 1 "LI" -1
"79527" 20 28 354 1 "LI" -1
"79541" 20 39 344 1 "LI" -1
"79554" 20 8 419 0 "HI" 1
"79567" 20 48 344 1 "HI" 1
"79581" 20 50 347 1 "HI" 1
"79594" 20 6 351 1 "HI" 1
"79606" 20 2 322 0 "HI" 1
"79620" 20 52 340 1 "LI" -1
"79634" 20 10 408 0 "LI" -1
"79648" 20 27 340 1 "LI" -1
"79662" 20 59 390 1 "LI" -1
"79675" 20 12 405 1 "HI" 1
"79689" 20 55 344 0 "HI" 1
"79702" 20 56 426 1 "HI" 1
"79715" 20 3 376 1 "LI" -1
"79728" 20 13 358 1 "HI" 1
"79741" 20 38 369 0 "HI" 1
"79754" 20 41 336 1 "LI" -1
"79767" 20 15 358 1 "LI" -1
"79781" 20 46 358 1 "LI" -1
"79793" 20 26 379 1 "HI" 1
"79807" 20 53 336 0 "LI" -1
"79819" 20 32 354 0 "HI" 1
"79833" 20 43 232 1 "HI" 1
"79846" 20 11 347 1 "LI" -1
"79859" 20 42 387 1 "HI" 1
"79872" 20 5 412 1 "LI" -1
"79886" 20 21 422 1 "LI" -1
"79899" 20 34 358 1 "LI" -1
"79912" 20 20 318 1 "HI" 1
"79926" 20 37 386 1 "HI" 1
"79940" 20 9 336 1 "LI" -1
"79953" 20 19 387 0 "HI" 1
"79967" 20 60 412 1 "HI" 1
"79980" 20 44 387 1 "HI" 1
"79993" 20 54 411 1 "HI" 1
"80005" 20 14 351 1 "HI" 1
"80018" 20 17 372 0 "LI" -1
"80032" 20 35 369 1 "LI" -1
"80045" 20 24 408 1 "HI" 1
"80058" 20 47 340 0 "LI" -1
"80072" 20 58 405 1 "LI" -1
"80085" 20 25 437 0 "HI" 1
"80098" 20 40 368 1 "LI" -1
"80111" 20 4 347 0 "LI" -1
"80124" 20 1 383 1 "HI" 1
"80137" 21 44 757 1 "LI" -1
"80150" 21 53 408 0 "HI" 1
"80162" 21 38 548 1 "LI" -1
"80175" 21 34 412 1 "LI" -1
"80188" 21 8 1291 1 "LI" -1
"80201" 21 16 430 0 "LI" -1
"80215" 21 29 800 1 "HI" 1
"80228" 21 49 1022 1 "HI" 1
"80242" 21 46 1130 0 "LI" -1
"80254" 21 4 717 0 "LI" -1
"80267" 21 1 397 0 "HI" 1
"80280" 21 25 494 0 "HI" 1
"80293" 21 41 1539 1 "HI" 1
"80306" 21 5 656 1 "HI" 1
"80320" 21 56 598 1 "LI" -1
"80333" 21 42 1370 1 "HI" 1
"80346" 21 10 1043 1 "LI" -1
"80360" 21 52 545 1 "LI" -1
"80374" 21 19 264 1 "HI" 1
"80388" 21 17 250 1 "HI" 1
"80402" 21 9 239 1 "LI" -1
"80415" 21 20 832 1 "LI" -1
"80429" 21 30 430 1 "HI" 1
"80442" 21 12 408 1 "HI" 1
"80456" 21 39 929 1 "LI" -1
"80469" 21 26 699 0 "LI" -1
"80483" 21 7 326 1 "HI" 1
"80496" 21 47 731 1 "HI" 1
"80510" 21 40 1061 0 "LI" -1
"80523" 21 23 1230 1 "HI" 1
"80536" 21 57 857 1 "LI" -1
"80548" 21 50 505 0 "LI" -1
"80561" 21 48 1015 0 "HI" 1
"80575" 21 21 318 1 "LI" -1
"80588" 21 27 623 1 "LI" -1
"80602" 21 45 480 1 "LI" -1
"80614" 21 31 419 0 "HI" 1
"80627" 21 55 721 0 "HI" 1
"80640" 21 60 763 1 "HI" 1
"80653" 21 15 1000 1 "LI" -1
"80667" 21 24 1094 1 "HI" 1
"80680" 21 58 433 1 "LI" -1
"80693" 21 13 821 0 "HI" 1
"80706" 21 3 458 1 "LI" -1
"80719" 21 6 663 1 "HI" 1
"80731" 21 32 297 0 "LI" -1
"80745" 21 33 498 1 "LI" -1
"80758" 21 2 394 1 "LI" -1
"80772" 21 11 509 1 "HI" 1
"80785" 21 28 534 1 "LI" -1
"80799" 21 36 430 1 "HI" 1
"80812" 21 35 1291 0 "HI" 1
"80825" 21 43 613 0 "HI" 1
"80838" 21 59 717 1 "HI" 1
"80851" 21 54 559 1 "HI" 1
"80863" 21 51 745 0 "LI" -1
"80876" 21 18 1011 1 "HI" 1
"80889" 21 14 724 1 "LI" -1
"80902" 21 22 573 1 "LI" -1
"80916" 21 37 785 1 "HI" 1
"80930" 22 27 567 0 "LI" -1
"80943" 22 19 2747 1 "LI" -1
"80957" 22 25 1278 1 "LI" -1
"80970" 22 57 1239 0 "LI" -1
"80982" 22 17 1440 0 "HI" 1
"80996" 22 11 1616 1 "HI" 1
"81009" 22 42 2575 0 "HI" 1
"81021" 22 51 3193 0 "LI" -1
"81034" 22 48 1429 0 "HI" 1
"81048" 22 49 1476 1 "LI" -1
"81062" 22 60 1346 1 "HI" 1
"81075" 22 30 1993 1 "HI" 1
"81088" 22 23 3466 1 "HI" 1
"81101" 22 36 1871 0 "HI" 1
"81113" 22 24 441 1 "HI" 1
"81126" 22 34 1062 1 "HI" 1
"81139" 22 33 466 0 "LI" -1
"81152" 22 41 509 1 "HI" 1
"81165" 22 9 1310 1 "LI" -1
"81178" 22 28 491 1 "HI" 1
"81192" 22 21 1177 0 "LI" -1
"81205" 22 32 513 1 "LI" -1
"81219" 22 16 2136 1 "HI" 1
"81233" 22 58 1978 0 "HI" 1
"81246" 22 3 556 0 "LI" -1
"81259" 22 1 2966 1 "LI" -1
"81272" 22 2 394 1 "LI" -1
"81286" 22 50 513 1 "LI" -1
"81299" 22 13 890 1 "LI" -1
"81312" 22 10 315 1 "HI" 1
"81326" 22 47 1317 1 "HI" 1
"81340" 22 31 649 1 "LI" -1
"81353" 22 44 613 1 "LI" -1
"81366" 22 35 3577 1 "HI" 1
"81379" 22 22 405 1 "HI" 1
"81392" 22 59 348 1 "HI" 1
"81405" 22 14 1127 1 "LI" -1
"81418" 22 45 685 1 "LI" -1
"81430" 22 53 1109 1 "HI" 1
"81442" 22 52 3131 1 "HI" 1
"81456" 22 55 315 1 "LI" -1
"81469" 22 29 2977 1 "HI" 1
"81481" 22 7 405 1 "LI" -1
"81494" 22 26 358 1 "LI" -1
"81508" 22 5 2147 1 "HI" 1
"81522" 22 37 858 1 "LI" -1
"81536" 22 20 1181 0 "LI" -1
"81550" 22 8 559 1 "LI" -1
"81563" 22 6 495 1 "HI" 1
"81574" 22 56 430 1 "LI" -1
"81587" 22 54 380 0 "HI" 1
"81599" 22 46 1371 1 "HI" 1
"81611" 22 40 1622 0 "HI" 1
"81624" 22 4 466 1 "HI" 1
"81637" 22 15 2100 0 "LI" -1
"81651" 22 39 685 1 "LI" -1
"81664" 22 12 330 1 "HI" 1
"81678" 22 43 344 1 "LI" -1
"81691" 22 18 455 1 "HI" 1
"81704" 22 38 811 1 "LI" -1
"81717" 23 20 573 1 "LI" -1
"81731" 23 16 451 1 "HI" 1
"81745" 23 9 451 1 "HI" 1
"81758" 23 39 591 1 "HI" 1
"81771" 23 48 484 1 "LI" -1
"81785" 23 51 473 1 "HI" 1
"81798" 23 4 735 1 "HI" 1
"81811" 23 40 491 1 "HI" 1
"81824" 23 44 516 1 "LI" -1
"81837" 23 33 602 1 "HI" 1
"81850" 23 60 857 1 "LI" -1
"81863" 23 38 541 0 "LI" -1
"81876" 23 41 476 0 "HI" 1
"81889" 23 59 512 1 "HI" 1
"81902" 23 6 516 1 "LI" -1
"81914" 23 1 491 0 "LI" -1
"81927" 23 5 548 0 "HI" 1
"81941" 23 49 423 1 "LI" -1
"81955" 23 43 498 1 "LI" -1
"81968" 23 56 469 1 "LI" -1
"81981" 23 17 426 1 "HI" 1
"81995" 23 3 469 1 "HI" 1
"82008" 23 27 408 1 "HI" 1
"82022" 23 29 412 0 "HI" 1
"82035" 23 57 519 1 "HI" 1
"82047" 23 34 408 1 "HI" 1
"82060" 23 55 401 1 "LI" -1
"82073" 23 10 412 0 "HI" 1
"82087" 23 37 473 0 "LI" -1
"82101" 23 13 473 0 "LI" -1
"82114" 23 23 437 0 "HI" 1
"82127" 23 35 656 1 "HI" 1
"82140" 23 36 390 0 "LI" -1
"82153" 23 54 440 1 "LI" -1
"82165" 23 28 430 1 "HI" 1
"82179" 23 21 401 0 "HI" 1
"82192" 23 25 419 1 "LI" -1
"82205" 23 18 444 1 "LI" -1
"82218" 23 12 387 1 "LI" -1
"82232" 23 22 440 1 "HI" 1
"82246" 23 7 422 1 "LI" -1
"82259" 23 15 494 1 "HI" 1
"82273" 23 47 322 1 "HI" 1
"82287" 23 11 577 0 "HI" 1
"82300" 23 45 598 0 "HI" 1
"82312" 23 53 436 0 "HI" 1
"82324" 23 32 498 0 "LI" -1
"82338" 23 24 412 1 "LI" -1
"82351" 23 8 383 1 "LI" -1
"82364" 23 50 537 1 "LI" -1
"82377" 23 19 325 0 "LI" -1
"82391" 23 31 458 0 "LI" -1
"82404" 23 14 401 1 "LI" -1
"82417" 23 52 437 1 "HI" 1
"82431" 23 26 444 1 "LI" -1
"82445" 23 2 354 0 "LI" -1
"82459" 23 58 473 1 "HI" 1
"82472" 23 30 415 0 "LI" -1
"82485" 23 46 437 1 "HI" 1
"82497" 24 31 1134 1 "LI" -1
"82510" 24 58 1313 0 "HI" 1
"82523" 24 24 2627 1 "LI" -1
"82536" 24 34 1672 1 "HI" 1
"82549" 24 14 390 1 "HI" 1
"82562" 24 6 444 1 "LI" -1
"82574" 24 56 559 1 "HI" 1
"82587" 24 23 1209 1 "LI" -1
"82600" 24 11 315 1 "LI" -1
"82613" 24 59 843 1 "LI" -1
"82626" 24 15 2121 0 "HI" 1
"82640" 24 7 290 0 "LI" -1
"82653" 24 13 742 1 "LI" -1
"82666" 24 51 498 1 "HI" 1
"82679" 24 2 369 1 "HI" 1
"82693" 24 37 297 1 "LI" -1
"82707" 24 25 397 1 "LI" -1
"82720" 24 50 347 1 "HI" 1
"82733" 24 39 275 1 "HI" 1
"82746" 24 52 2135 0 "HI" 1
"82760" 24 60 667 1 "LI" -1
"82773" 24 17 1614 1 "LI" -1
"82787" 24 18 771 1 "LI" -1
"82800" 24 43 387 1 "LI" -1
"82813" 24 12 814 1 "LI" -1
"82827" 24 5 430 0 "LI" -1
"82841" 24 48 383 1 "LI" -1
"82855" 24 9 2526 1 "HI" 1
"82868" 24 38 878 1 "HI" 1
"82881" 24 33 455 1 "HI" 1
"82894" 24 4 283 1 "HI" 1
"82907" 24 35 1435 1 "LI" -1
"82920" 24 54 1130 0 "LI" -1
"82932" 24 28 1765 1 "HI" 1
"82946" 24 41 383 1 "LI" -1
"82959" 24 16 315 1 "HI" 1
"82973" 24 1 225 1 "LI" -1
"82986" 24 40 304 1 "HI" 1
"82999" 24 26 247 1 "HI" 1
"83013" 24 32 437 1 "HI" 1
"83027" 24 45 268 1 "HI" 1
"83039" 24 10 1061 0 "HI" 1
"83053" 24 57 286 0 "HI" 1
"83065" 24 55 512 0 "LI" -1
"83078" 24 8 239 1 "HI" 1
"83091" 24 3 476 1 "HI" 1
"83104" 24 27 225 1 "HI" 1
"83118" 24 53 1696 1 "LI" -1
"83130" 24 29 254 1 "LI" -1
"83143" 24 19 1155 1 "LI" -1
"83157" 24 30 563 1 "LI" -1
"83170" 24 44 283 1 "HI" 1
"83183" 24 47 354 1 "LI" -1
"83197" 24 20 204 1 "HI" 1
"83211" 24 46 322 0 "HI" 1
"83223" 24 21 239 1 "HI" 1
"83236" 24 22 1435 1 "HI" 1
"83250" 24 36 250 1 "LI" -1
"83263" 24 49 781 1 "LI" -1
"83277" 25 23 452 1 "LI" -1
"83290" 25 60 384 0 "LI" -1
"83303" 25 13 416 1 "HI" 1
"83316" 25 10 413 0 "LI" -1
"83330" 25 19 492 1 "HI" 1
"83344" 25 15 431 0 "HI" 1
"83358" 25 45 765 1 "HI" 1
"83370" 25 26 542 1 "HI" 1
"83384" 25 55 952 0 "HI" 1
"83397" 25 20 2189 0 "HI" 1
"83411" 25 8 413 1 "HI" 1
"83424" 25 22 370 1 "LI" -1
"83438" 25 40 434 0 "LI" -1
"83451" 25 3 898 0 "HI" 1
"83464" 25 51 1441 0 "HI" 1
"83477" 25 18 391 0 "LI" -1
"83490" 25 57 352 0 "HI" 1
"83502" 25 35 1010 0 "LI" -1
"83515" 25 32 351 1 "HI" 1
"83529" 25 11 945 1 "LI" -1
"83542" 25 17 420 1 "LI" -1
"83556" 25 30 380 0 "LI" -1
"83569" 25 58 377 1 "LI" -1
"83582" 25 50 794 0 "HI" 1
"83595" 25 9 1930 1 "HI" 1
"83608" 25 14 333 1 "HI" 1
"83621" 25 1 520 1 "HI" 1
"83634" 25 44 304 1 "HI" 1
"83647" 25 31 391 1 "HI" 1
"83660" 25 38 1653 0 "HI" 1
"83673" 25 16 315 1 "LI" -1
"83687" 25 36 398 0 "LI" -1
"83700" 25 2 305 1 "HI" 1
"83714" 25 37 1113 1 "HI" 1
"83728" 25 21 560 1 "HI" 1
"83741" 25 6 891 1 "LI" -1
"83753" 25 4 341 1 "LI" -1
"83766" 25 12 319 0 "LI" -1
"83780" 25 41 718 1 "LI" -1
"83793" 25 27 1566 0 "HI" 1
"83807" 25 56 312 0 "HI" 1
"83820" 25 25 416 1 "HI" 1
"83833" 25 7 449 0 "HI" 1
"83846" 25 28 319 1 "LI" -1
"83860" 25 39 441 0 "HI" 1
"83873" 25 47 484 1 "LI" -1
"83887" 25 54 563 0 "LI" -1
"83899" 25 24 589 0 "LI" -1
"83912" 25 5 448 0 "LI" -1
"83926" 25 29 315 0 "LI" -1
"83939" 25 33 1325 0 "HI" 1
"83952" 25 34 833 1 "LI" -1
"83965" 25 53 384 1 "LI" -1
"83977" 25 52 589 1 "LI" -1
"83991" 25 48 373 1 "LI" -1
"84005" 25 49 412 1 "HI" 1
"84019" 25 59 344 1 "LI" -1
"84032" 25 46 1257 1 "LI" -1
"84044" 25 43 506 0 "HI" 1
"84057" 26 16 340 1 "LI" -1
"84071" 26 55 379 1 "HI" 1
"84084" 26 8 394 0 "HI" 1
"84097" 26 21 426 1 "LI" -1
"84110" 26 57 599 1 "LI" -1
