"subj" "item" "rt" "int" "expt"
"48916" "dillonE135" "dillonE128" 502 "high" "dillonE1"
"48923" "dillonE135" "dillonE128" 473 "high" "dillonE1"
"48930" "dillonE135" "dillonE128" 2096 "high" "dillonE1"
"48937" "dillonE135" "dillonE14" 1670 "high" "dillonE1"
"48944" "dillonE135" "dillonE14" 1179 "high" "dillonE1"
"48951" "dillonE135" "dillonE14" 973 "high" "dillonE1"
"48958" "dillonE135" "dillonE14" 539 "high" "dillonE1"
"48965" "dillonE135" "dillonE14" 824 "high" "dillonE1"
"48972" "dillonE135" "dillonE14" 1043 "high" "dillonE1"
"49063" "dillonE135" "dillonE127" 441 "low" "dillonE1"
"49070" "dillonE135" "dillonE127" 270 "low" "dillonE1"
"49077" "dillonE135" "dillonE127" 364 "low" "dillonE1"
"49084" "dillonE135" "dillonE127" 379 "low" "dillonE1"
"49091" "dillonE135" "dillonE127" 664 "low" "dillonE1"
"49098" "dillonE135" "dillonE127" 859 "low" "dillonE1"
"49189" "dillonE135" "dillonE120" 768 "high" "dillonE1"
"49196" "dillonE135" "dillonE120" 592 "high" "dillonE1"
"49203" "dillonE135" "dillonE120" 1245 "high" "dillonE1"
"49210" "dillonE135" "dillonE120" 465 "high" "dillonE1"
"49217" "dillonE135" "dillonE120" 1027 "high" "dillonE1"
"49224" "dillonE135" "dillonE120" 1132 "high" "dillonE1"
"49483" "dillonE135" "dillonE144" 456 "high" "dillonE1"
"49490" "dillonE135" "dillonE144" 233 "high" "dillonE1"
"49497" "dillonE135" "dillonE144" 1367 "high" "dillonE1"
"49504" "dillonE135" "dillonE144" 555 "high" "dillonE1"
"49511" "dillonE135" "dillonE144" 686 "high" "dillonE1"
"49518" "dillonE135" "dillonE144" 671 "high" "dillonE1"
"50113" "dillonE135" "dillonE13" 588 "low" "dillonE1"
"50120" "dillonE135" "dillonE13" 270 "low" "dillonE1"
"50127" "dillonE135" "dillonE13" 470 "low" "dillonE1"
"50134" "dillonE135" "dillonE13" 176 "low" "dillonE1"
"50141" "dillonE135" "dillonE13" 467 "low" "dillonE1"
"50148" "dillonE135" "dillonE13" 868 "low" "dillonE1"
"50197" "dillonE135" "dillonE112" 1083 "high" "dillonE1"
"50204" "dillonE135" "dillonE112" 954 "high" "dillonE1"
"50211" "dillonE135" "dillonE112" 2020 "high" "dillonE1"
"50218" "dillonE135" "dillonE112" 259 "high" "dillonE1"
"50225" "dillonE135" "dillonE112" 994 "high" "dillonE1"
"50232" "dillonE135" "dillonE112" 1691 "high" "dillonE1"
"50239" "dillonE135" "dillonE136" 1668 "high" "dillonE1"
"50246" "dillonE135" "dillonE136" 1059 "high" "dillonE1"
"50253" "dillonE135" "dillonE136" 850 "high" "dillonE1"
"50260" "dillonE135" "dillonE136" 998 "high" "dillonE1"
"50267" "dillonE135" "dillonE136" 658 "high" "dillonE1"
"50274" "dillonE135" "dillonE136" 1695 "high" "dillonE1"
"50323" "dillonE135" "dillonE143" 426 "low" "dillonE1"
"50330" "dillonE135" "dillonE143" 216 "low" "dillonE1"
"50337" "dillonE135" "dillonE143" 645 "low" "dillonE1"
"50344" "dillonE135" "dillonE143" 203 "low" "dillonE1"
"50351" "dillonE135" "dillonE143" 307 "low" "dillonE1"
"50358" "dillonE135" "dillonE143" 1120 "low" "dillonE1"
"50491" "dillonE136" "dillonE118" 795 "low" "dillonE1"
"50498" "dillonE136" "dillonE118" 491 "low" "dillonE1"
"50505" "dillonE136" "dillonE118" 1046 "low" "dillonE1"
"50512" "dillonE136" "dillonE118" 779 "low" "dillonE1"
"50519" "dillonE136" "dillonE118" 709 "low" "dillonE1"
"50526" "dillonE136" "dillonE118" 955 "low" "dillonE1"
"50617" "dillonE136" "dillonE134" 340 "low" "dillonE1"
"50624" "dillonE136" "dillonE134" 460 "low" "dillonE1"
"50631" "dillonE136" "dillonE134" 740 "low" "dillonE1"
"50638" "dillonE136" "dillonE134" 381 "low" "dillonE1"
"50645" "dillonE136" "dillonE134" 559 "low" "dillonE1"
"50652" "dillonE136" "dillonE134" 1070 "low" "dillonE1"
"50701" "dillonE136" "dillonE110" 504 "low" "dillonE1"
"50708" "dillonE136" "dillonE110" 391 "low" "dillonE1"
"50715" "dillonE136" "dillonE110" 434 "low" "dillonE1"
"50722" "dillonE136" "dillonE110" 156 "low" "dillonE1"
"50729" "dillonE136" "dillonE110" 475 "low" "dillonE1"
"50736" "dillonE136" "dillonE110" 961 "low" "dillonE1"
"50743" "dillonE136" "dillonE13" 621 "high" "dillonE1"
"50750" "dillonE136" "dillonE13" 439 "high" "dillonE1"
"50757" "dillonE136" "dillonE13" 411 "high" "dillonE1"
"50764" "dillonE136" "dillonE13" 238 "high" "dillonE1"
"50771" "dillonE136" "dillonE13" 581 "high" "dillonE1"
"50778" "dillonE136" "dillonE13" 1089 "high" "dillonE1"
"50953" "dillonE136" "dillonE12" 936 "low" "dillonE1"
"50960" "dillonE136" "dillonE12" 1145 "low" "dillonE1"
"50967" "dillonE136" "dillonE12" 1285 "low" "dillonE1"
"50974" "dillonE136" "dillonE12" 1273 "low" "dillonE1"
"50981" "dillonE136" "dillonE12" 825 "low" "dillonE1"
"50988" "dillonE136" "dillonE12" 1562 "low" "dillonE1"
"51205" "dillonE136" "dillonE126" 620 "low" "dillonE1"
"51212" "dillonE136" "dillonE126" 313 "low" "dillonE1"
"51219" "dillonE136" "dillonE126" 1250 "low" "dillonE1"
"51226" "dillonE136" "dillonE126" 218 "low" "dillonE1"
"51233" "dillonE136" "dillonE126" 138 "low" "dillonE1"
"51240" "dillonE136" "dillonE126" 863 "low" "dillonE1"
"51289" "dillonE136" "dillonE135" 441 "high" "dillonE1"
"51296" "dillonE136" "dillonE135" 406 "high" "dillonE1"
"51303" "dillonE136" "dillonE135" 482 "high" "dillonE1"
"51310" "dillonE136" "dillonE135" 196 "high" "dillonE1"
"51317" "dillonE136" "dillonE135" 432 "high" "dillonE1"
"51324" "dillonE136" "dillonE135" 613 "high" "dillonE1"
"51457" "dillonE136" "dillonE127" 836 "high" "dillonE1"
"51464" "dillonE136" "dillonE127" 431 "high" "dillonE1"
"51471" "dillonE136" "dillonE127" 541 "high" "dillonE1"
"51478" "dillonE136" "dillonE127" 712 "high" "dillonE1"
"51485" "dillonE136" "dillonE127" 517 "high" "dillonE1"
"51492" "dillonE136" "dillonE127" 1245 "high" "dillonE1"
"51583" "dillonE136" "dillonE142" 386 "low" "dillonE1"
"51590" "dillonE136" "dillonE142" 689 "low" "dillonE1"
"51597" "dillonE136" "dillonE142" 773 "low" "dillonE1"
"51611" "dillonE136" "dillonE142" 934 "low" "dillonE1"
"51618" "dillonE136" "dillonE142" 1744 "low" "dillonE1"
"51709" "dillonE136" "dillonE143" 263 "high" "dillonE1"
"51716" "dillonE136" "dillonE143" 147 "high" "dillonE1"
"51723" "dillonE136" "dillonE143" 859 "high" "dillonE1"
"51730" "dillonE136" "dillonE143" 259 "high" "dillonE1"
"51737" "dillonE136" "dillonE143" 499 "high" "dillonE1"
"51744" "dillonE136" "dillonE143" 1085 "high" "dillonE1"
"52255" "dillonE136" "dillonE111" 637 "high" "dillonE1"
"52262" "dillonE136" "dillonE111" 541 "high" "dillonE1"
"52269" "dillonE136" "dillonE111" 1130 "high" "dillonE1"
"52276" "dillonE136" "dillonE111" 815 "high" "dillonE1"
"52283" "dillonE136" "dillonE111" 677 "high" "dillonE1"
"52290" "dillonE136" "dillonE111" 397 "high" "dillonE1"
"52339" "dillonE136" "dillonE119" 344 "high" "dillonE1"
"52346" "dillonE136" "dillonE119" 762 "high" "dillonE1"
"52353" "dillonE136" "dillonE119" 544 "high" "dillonE1"
"52360" "dillonE136" "dillonE119" 218 "high" "dillonE1"
"52367" "dillonE136" "dillonE119" 98 "high" "dillonE1"
"52374" "dillonE136" "dillonE119" 2184 "high" "dillonE1"
"52423" "dillonE137" "dillonE118" 566 "low" "dillonE1"
"52430" "dillonE137" "dillonE118" 514 "low" "dillonE1"
"52437" "dillonE137" "dillonE118" 716 "low" "dillonE1"
"52444" "dillonE137" "dillonE118" 281 "low" "dillonE1"
"52451" "dillonE137" "dillonE118" 751 "low" "dillonE1"
"52458" "dillonE137" "dillonE118" 775 "low" "dillonE1"
"52507" "dillonE137" "dillonE134" 796 "low" "dillonE1"
"52514" "dillonE137" "dillonE134" 192 "low" "dillonE1"
"52521" "dillonE137" "dillonE134" 832 "low" "dillonE1"
"52528" "dillonE137" "dillonE134" 208 "low" "dillonE1"
"52535" "dillonE137" "dillonE134" 290 "low" "dillonE1"
"52542" "dillonE137" "dillonE134" 856 "low" "dillonE1"
"52591" "dillonE137" "dillonE110" 533 "low" "dillonE1"
"52598" "dillonE137" "dillonE110" 245 "low" "dillonE1"
"52605" "dillonE137" "dillonE110" 101 "low" "dillonE1"
"52612" "dillonE137" "dillonE110" 178 "low" "dillonE1"
"52619" "dillonE137" "dillonE110" 413 "low" "dillonE1"
"52626" "dillonE137" "dillonE110" 733 "low" "dillonE1"
"52843" "dillonE137" "dillonE12" 381 "low" "dillonE1"
"52850" "dillonE137" "dillonE12" 528 "low" "dillonE1"
"52857" "dillonE137" "dillonE12" 755 "low" "dillonE1"
"52864" "dillonE137" "dillonE12" 204 "low" "dillonE1"
"52871" "dillonE137" "dillonE12" 576 "low" "dillonE1"
"52878" "dillonE137" "dillonE12" 1065 "low" "dillonE1"
"53053" "dillonE137" "dillonE13" 514 "high" "dillonE1"
"53060" "dillonE137" "dillonE13" 717 "high" "dillonE1"
"53067" "dillonE137" "dillonE13" 526 "high" "dillonE1"
"53074" "dillonE137" "dillonE13" 238 "high" "dillonE1"
"53081" "dillonE137" "dillonE13" 271 "high" "dillonE1"
"53088" "dillonE137" "dillonE13" 579 "high" "dillonE1"
"53179" "dillonE137" "dillonE142" 2169 "low" "dillonE1"
"53186" "dillonE137" "dillonE142" 385 "low" "dillonE1"
"53193" "dillonE137" "dillonE142" 370 "low" "dillonE1"
"53207" "dillonE137" "dillonE142" 503 "low" "dillonE1"
"53214" "dillonE137" "dillonE142" 805 "low" "dillonE1"
"53263" "dillonE137" "dillonE127" 548 "high" "dillonE1"
"53270" "dillonE137" "dillonE127" 1365 "high" "dillonE1"
"53277" "dillonE137" "dillonE127" 442 "high" "dillonE1"
"53284" "dillonE137" "dillonE127" 230 "high" "dillonE1"
"53291" "dillonE137" "dillonE127" 239 "high" "dillonE1"
"53298" "dillonE137" "dillonE127" 622 "high" "dillonE1"
"53431" "dillonE137" "dillonE143" 205 "high" "dillonE1"
"53438" "dillonE137" "dillonE143" 370 "high" "dillonE1"
"53445" "dillonE137" "dillonE143" 816 "high" "dillonE1"
"53459" "dillonE137" "dillonE143" 370 "high" "dillonE1"
"53466" "dillonE137" "dillonE143" 671 "high" "dillonE1"
"53809" "dillonE137" "dillonE126" 452 "low" "dillonE1"
"53816" "dillonE137" "dillonE126" 367 "low" "dillonE1"
"53823" "dillonE137" "dillonE126" 667 "low" "dillonE1"
"53830" "dillonE137" "dillonE126" 445 "low" "dillonE1"
"53837" "dillonE137" "dillonE126" 227 "low" "dillonE1"
"53844" "dillonE137" "dillonE126" 415 "low" "dillonE1"
"53935" "dillonE137" "dillonE135" 244 "high" "dillonE1"
"53942" "dillonE137" "dillonE135" 736 "high" "dillonE1"
"53949" "dillonE137" "dillonE135" 226 "high" "dillonE1"
"53956" "dillonE137" "dillonE135" 216 "high" "dillonE1"
"53963" "dillonE137" "dillonE135" 304 "high" "dillonE1"
"53970" "dillonE137" "dillonE135" 444 "high" "dillonE1"
"54229" "dillonE137" "dillonE111" 224 "high" "dillonE1"
"54236" "dillonE137" "dillonE111" 453 "high" "dillonE1"
"54243" "dillonE137" "dillonE111" 729 "high" "dillonE1"
"54250" "dillonE137" "dillonE111" 375 "high" "dillonE1"
"54257" "dillonE137" "dillonE111" 497 "high" "dillonE1"
"54264" "dillonE137" "dillonE111" 670 "high" "dillonE1"
"54313" "dillonE137" "dillonE119" 342 "high" "dillonE1"
"54320" "dillonE137" "dillonE119" 229 "high" "dillonE1"
"54327" "dillonE137" "dillonE119" 466 "high" "dillonE1"
"54334" "dillonE137" "dillonE119" 211 "high" "dillonE1"
"54341" "dillonE137" "dillonE119" 328 "high" "dillonE1"
"54348" "dillonE137" "dillonE119" 1012 "high" "dillonE1"
"54481" "dillonE138" "dillonE11" 604 "high" "dillonE1"
"54488" "dillonE138" "dillonE11" 819 "high" "dillonE1"
"54495" "dillonE138" "dillonE11" 1464 "high" "dillonE1"
"54502" "dillonE138" "dillonE11" 1413 "high" "dillonE1"
"54509" "dillonE138" "dillonE11" 1044 "high" "dillonE1"
"54516" "dillonE138" "dillonE11" 1233 "high" "dillonE1"
"54565" "dillonE138" "dillonE116" 1666 "low" "dillonE1"
"54572" "dillonE138" "dillonE116" 796 "low" "dillonE1"
"54579" "dillonE138" "dillonE116" 1082 "low" "dillonE1"
"54586" "dillonE138" "dillonE116" 472 "low" "dillonE1"
"54593" "dillonE138" "dillonE116" 782 "low" "dillonE1"
"54600" "dillonE138" "dillonE116" 1785 "low" "dillonE1"
"54607" "dillonE138" "dillonE132" 1502 "low" "dillonE1"
"54614" "dillonE138" "dillonE132" 967 "low" "dillonE1"
"54621" "dillonE138" "dillonE132" 1824 "low" "dillonE1"
"54628" "dillonE138" "dillonE132" 648 "low" "dillonE1"
"54635" "dillonE138" "dillonE132" 2866 "low" "dillonE1"
"54642" "dillonE138" "dillonE132" 1171 "low" "dillonE1"
"55195" "dillonE138" "dillonE140" 1144 "low" "dillonE1"
"55202" "dillonE138" "dillonE140" 510 "low" "dillonE1"
"55209" "dillonE138" "dillonE140" 732 "low" "dillonE1"
"55216" "dillonE138" "dillonE140" 711 "low" "dillonE1"
"55223" "dillonE138" "dillonE140" 754 "low" "dillonE1"
"55230" "dillonE138" "dillonE140" 987 "low" "dillonE1"
"55237" "dillonE138" "dillonE124" 730 "low" "dillonE1"
"55244" "dillonE138" "dillonE124" 617 "low" "dillonE1"
"55251" "dillonE138" "dillonE124" 1167 "low" "dillonE1"
"55258" "dillonE138" "dillonE124" 217 "low" "dillonE1"
"55265" "dillonE138" "dillonE124" 366 "low" "dillonE1"
"55272" "dillonE138" "dillonE124" 789 "low" "dillonE1"
"55363" "dillonE138" "dillonE125" 2044 "high" "dillonE1"
"55370" "dillonE138" "dillonE125" 744 "high" "dillonE1"
"55377" "dillonE138" "dillonE125" 1323 "high" "dillonE1"
"55384" "dillonE138" "dillonE125" 708 "high" "dillonE1"
"55391" "dillonE138" "dillonE125" 709 "high" "dillonE1"
"55398" "dillonE138" "dillonE125" 1087 "high" "dillonE1"
"55447" "dillonE138" "dillonE133" 2084 "high" "dillonE1"
"55454" "dillonE138" "dillonE133" 480 "high" "dillonE1"
"55461" "dillonE138" "dillonE133" 1288 "high" "dillonE1"
"55468" "dillonE138" "dillonE133" 1009 "high" "dillonE1"
"55475" "dillonE138" "dillonE133" 720 "high" "dillonE1"
"55482" "dillonE138" "dillonE133" 812 "high" "dillonE1"
"55531" "dillonE138" "dillonE141" 1012 "high" "dillonE1"
"55538" "dillonE138" "dillonE141" 1844 "high" "dillonE1"
"55545" "dillonE138" "dillonE141" 764 "high" "dillonE1"
"55552" "dillonE138" "dillonE141" 1040 "high" "dillonE1"
"55559" "dillonE138" "dillonE141" 1354 "high" "dillonE1"
"55566" "dillonE138" "dillonE141" 1282 "high" "dillonE1"
"55825" "dillonE138" "dillonE18" 1627 "low" "dillonE1"
"55832" "dillonE138" "dillonE18" 1398 "low" "dillonE1"
"55839" "dillonE138" "dillonE18" 2906 "low" "dillonE1"
"55846" "dillonE138" "dillonE18" 3275 "low" "dillonE1"
"55853" "dillonE138" "dillonE18" 3524 "low" "dillonE1"
"55860" "dillonE138" "dillonE18" 2427 "low" "dillonE1"
"55909" "dillonE138" "dillonE148" 468 "low" "dillonE1"
"55916" "dillonE138" "dillonE148" 886 "low" "dillonE1"
"55923" "dillonE138" "dillonE148" 1024 "low" "dillonE1"
"55930" "dillonE138" "dillonE148" 866 "low" "dillonE1"
"55937" "dillonE138" "dillonE148" 2600 "low" "dillonE1"
"55944" "dillonE138" "dillonE148" 2135 "low" "dillonE1"
"55951" "dillonE138" "dillonE19" 426 "high" "dillonE1"
"55958" "dillonE138" "dillonE19" 1019 "high" "dillonE1"
"55965" "dillonE138" "dillonE19" 1174 "high" "dillonE1"
"55972" "dillonE138" "dillonE19" 915 "high" "dillonE1"
"55979" "dillonE138" "dillonE19" 828 "high" "dillonE1"
"55986" "dillonE138" "dillonE19" 1952 "high" "dillonE1"
"56203" "dillonE138" "dillonE117" 1045 "high" "dillonE1"
"56210" "dillonE138" "dillonE117" 587 "high" "dillonE1"
"56217" "dillonE138" "dillonE117" 618 "high" "dillonE1"
"56224" "dillonE138" "dillonE117" 169 "high" "dillonE1"
"56231" "dillonE138" "dillonE117" 1045 "high" "dillonE1"
"56238" "dillonE138" "dillonE117" 439 "high" "dillonE1"
"56413" "dillonE139" "dillonE147" 932 "low" "dillonE1"
"56420" "dillonE139" "dillonE147" 407 "low" "dillonE1"
"56427" "dillonE139" "dillonE147" 1059 "low" "dillonE1"
"56434" "dillonE139" "dillonE147" 696 "low" "dillonE1"
"56441" "dillonE139" "dillonE147" 730 "low" "dillonE1"
"56448" "dillonE139" "dillonE147" 861 "low" "dillonE1"
"56539" "dillonE139" "dillonE139" 1577 "low" "dillonE1"
"56546" "dillonE139" "dillonE139" 1668 "low" "dillonE1"
"56553" "dillonE139" "dillonE139" 1421 "low" "dillonE1"
"56560" "dillonE139" "dillonE139" 1121 "low" "dillonE1"
"56567" "dillonE139" "dillonE139" 469 "low" "dillonE1"
"56574" "dillonE139" "dillonE139" 1484 "low" "dillonE1"
"56665" "dillonE139" "dillonE131" 800 "low" "dillonE1"
"56672" "dillonE139" "dillonE131" 595 "low" "dillonE1"
"56679" "dillonE139" "dillonE131" 1587 "low" "dillonE1"
"56686" "dillonE139" "dillonE131" 430 "low" "dillonE1"
"56693" "dillonE139" "dillonE131" 546 "low" "dillonE1"
"56700" "dillonE139" "dillonE131" 953 "low" "dillonE1"
"56707" "dillonE139" "dillonE115" 918 "low" "dillonE1"
"56714" "dillonE139" "dillonE115" 418 "low" "dillonE1"
"56721" "dillonE139" "dillonE115" 582 "low" "dillonE1"
"56728" "dillonE139" "dillonE115" 304 "low" "dillonE1"
"56735" "dillonE139" "dillonE115" 942 "low" "dillonE1"
"56742" "dillonE139" "dillonE115" 1742 "low" "dillonE1"
"56791" "dillonE139" "dillonE148" 1581 "high" "dillonE1"
"56798" "dillonE139" "dillonE148" 499 "high" "dillonE1"
"56805" "dillonE139" "dillonE148" 1284 "high" "dillonE1"
"56812" "dillonE139" "dillonE148" 470 "high" "dillonE1"
"56819" "dillonE139" "dillonE148" 978 "high" "dillonE1"
"56826" "dillonE139" "dillonE148" 1430 "high" "dillonE1"
"57127" "dillonE139" "dillonE18" 840 "high" "dillonE1"
"57134" "dillonE139" "dillonE18" 1268 "high" "dillonE1"
"57141" "dillonE139" "dillonE18" 975 "high" "dillonE1"
"57148" "dillonE139" "dillonE18" 324 "high" "dillonE1"
"57155" "dillonE139" "dillonE18" 645 "high" "dillonE1"
"57162" "dillonE139" "dillonE18" 1759 "high" "dillonE1"
"57211" "dillonE139" "dillonE123" 770 "low" "dillonE1"
"57218" "dillonE139" "dillonE123" 1026 "low" "dillonE1"
"57225" "dillonE139" "dillonE123" 1552 "low" "dillonE1"
"57232" "dillonE139" "dillonE123" 455 "low" "dillonE1"
"57239" "dillonE139" "dillonE123" 905 "low" "dillonE1"
"57246" "dillonE139" "dillonE123" 1128 "low" "dillonE1"
"57379" "dillonE139" "dillonE124" 1698 "high" "dillonE1"
"57386" "dillonE139" "dillonE124" 721 "high" "dillonE1"
"57393" "dillonE139" "dillonE124" 1288 "high" "dillonE1"
"57400" "dillonE139" "dillonE124" 873 "high" "dillonE1"
"57407" "dillonE139" "dillonE124" 935 "high" "dillonE1"
"57414" "dillonE139" "dillonE124" 1649 "high" "dillonE1"
"57631" "dillonE139" "dillonE140" 1664 "high" "dillonE1"
"57638" "dillonE139" "dillonE140" 862 "high" "dillonE1"
"57645" "dillonE139" "dillonE140" 1333 "high" "dillonE1"
"57652" "dillonE139" "dillonE140" 423 "high" "dillonE1"
"57659" "dillonE139" "dillonE140" 688 "high" "dillonE1"
"57666" "dillonE139" "dillonE140" 747 "high" "dillonE1"
"58009" "dillonE139" "dillonE132" 2417 "high" "dillonE1"
"58016" "dillonE139" "dillonE132" 837 "high" "dillonE1"
"58023" "dillonE139" "dillonE132" 1250 "high" "dillonE1"
"58030" "dillonE139" "dillonE132" 325 "high" "dillonE1"
"58037" "dillonE139" "dillonE132" 695 "high" "dillonE1"
"58044" "dillonE139" "dillonE132" 1160 "high" "dillonE1"
"58051" "dillonE139" "dillonE17" 1722 "low" "dillonE1"
"58058" "dillonE139" "dillonE17" 3587 "low" "dillonE1"
"58065" "dillonE139" "dillonE17" 1349 "low" "dillonE1"
"58072" "dillonE139" "dillonE17" 241 "low" "dillonE1"
"58079" "dillonE139" "dillonE17" 855 "low" "dillonE1"
"58086" "dillonE139" "dillonE17" 1214 "low" "dillonE1"
"58135" "dillonE139" "dillonE116" 987 "high" "dillonE1"
"58142" "dillonE139" "dillonE116" 1102 "high" "dillonE1"
"58149" "dillonE139" "dillonE116" 2447 "high" "dillonE1"
"58156" "dillonE139" "dillonE116" 321 "high" "dillonE1"
"58163" "dillonE139" "dillonE116" 500 "high" "dillonE1"
"58170" "dillonE139" "dillonE116" 1381 "high" "dillonE1"
"58555" "dillonE140" "dillonE130" 1535 "low" "dillonE1"
"58562" "dillonE140" "dillonE130" 815 "low" "dillonE1"
"58569" "dillonE140" "dillonE130" 1617 "low" "dillonE1"
"58576" "dillonE140" "dillonE130" 977 "low" "dillonE1"
"58583" "dillonE140" "dillonE130" 680 "low" "dillonE1"
"58590" "dillonE140" "dillonE130" 810 "low" "dillonE1"
"58597" "dillonE140" "dillonE114" 1006 "low" "dillonE1"
"58604" "dillonE140" "dillonE114" 1421 "low" "dillonE1"
"58611" "dillonE140" "dillonE114" 1576 "low" "dillonE1"
"58618" "dillonE140" "dillonE114" 727 "low" "dillonE1"
"58625" "dillonE140" "dillonE114" 423 "low" "dillonE1"
"58632" "dillonE140" "dillonE114" 569 "low" "dillonE1"
"58933" "dillonE140" "dillonE138" 1122 "low" "dillonE1"
"58940" "dillonE140" "dillonE138" 743 "low" "dillonE1"
"58947" "dillonE140" "dillonE138" 394 "low" "dillonE1"
"58954" "dillonE140" "dillonE138" 547 "low" "dillonE1"
"58961" "dillonE140" "dillonE138" 584 "low" "dillonE1"
"58968" "dillonE140" "dillonE138" 1161 "low" "dillonE1"
"58975" "dillonE140" "dillonE122" 957 "low" "dillonE1"
"58982" "dillonE140" "dillonE122" 1724 "low" "dillonE1"
"58989" "dillonE140" "dillonE122" 2288 "low" "dillonE1"
"58996" "dillonE140" "dillonE122" 1047 "low" "dillonE1"
"59003" "dillonE140" "dillonE122" 695 "low" "dillonE1"
"59010" "dillonE140" "dillonE122" 892 "low" "dillonE1"
"59101" "dillonE140" "dillonE17" 485 "high" "dillonE1"
"59108" "dillonE140" "dillonE17" 2637 "high" "dillonE1"
"59115" "dillonE140" "dillonE17" 2906 "high" "dillonE1"
"59122" "dillonE140" "dillonE17" 512 "high" "dillonE1"
"59129" "dillonE140" "dillonE17" 590 "high" "dillonE1"
"59136" "dillonE140" "dillonE17" 1375 "high" "dillonE1"
"59269" "dillonE140" "dillonE146" 1777 "low" "dillonE1"
"59276" "dillonE140" "dillonE146" 1238 "low" "dillonE1"
"59283" "dillonE140" "dillonE146" 1439 "low" "dillonE1"
"59290" "dillonE140" "dillonE146" 1018 "low" "dillonE1"
"59297" "dillonE140" "dillonE146" 1146 "low" "dillonE1"
"59304" "dillonE140" "dillonE146" 1395 "low" "dillonE1"
"59521" "dillonE140" "dillonE147" 2105 "high" "dillonE1"
"59528" "dillonE140" "dillonE147" 1331 "high" "dillonE1"
"59535" "dillonE140" "dillonE147" 1940 "high" "dillonE1"
"59542" "dillonE140" "dillonE147" 1166 "high" "dillonE1"
"59549" "dillonE140" "dillonE147" 485 "high" "dillonE1"
"59556" "dillonE140" "dillonE147" 284 "high" "dillonE1"
"59899" "dillonE140" "dillonE123" 1073 "high" "dillonE1"
"59906" "dillonE140" "dillonE123" 323 "high" "dillonE1"
"59913" "dillonE140" "dillonE123" 1858 "high" "dillonE1"
"59920" "dillonE140" "dillonE123" 590 "high" "dillonE1"
"59927" "dillonE140" "dillonE123" 864 "high" "dillonE1"
"59934" "dillonE140" "dillonE123" 1074 "high" "dillonE1"
"60067" "dillonE140" "dillonE16" 2315 "low" "dillonE1"
"60074" "dillonE140" "dillonE16" 1548 "low" "dillonE1"
"60081" "dillonE140" "dillonE16" 1241 "low" "dillonE1"
"60088" "dillonE140" "dillonE16" 1467 "low" "dillonE1"
"60095" "dillonE140" "dillonE16" 457 "low" "dillonE1"
"60102" "dillonE140" "dillonE16" 1211 "low" "dillonE1"
"60151" "dillonE140" "dillonE115" 1158 "high" "dillonE1"
"60158" "dillonE140" "dillonE115" 564 "high" "dillonE1"
"60165" "dillonE140" "dillonE115" 1332 "high" "dillonE1"
"60172" "dillonE140" "dillonE115" 686 "high" "dillonE1"
"60179" "dillonE140" "dillonE115" 783 "high" "dillonE1"
"60186" "dillonE140" "dillonE115" 655 "high" "dillonE1"
"60235" "dillonE140" "dillonE139" 1740 "high" "dillonE1"
"60242" "dillonE140" "dillonE139" 920 "high" "dillonE1"
"60249" "dillonE140" "dillonE139" 759 "high" "dillonE1"
"60256" "dillonE140" "dillonE139" 425 "high" "dillonE1"
"60263" "dillonE140" "dillonE139" 470 "high" "dillonE1"
"60270" "dillonE140" "dillonE139" 2815 "high" "dillonE1"
"60319" "dillonE140" "dillonE131" 1745 "high" "dillonE1"
"60326" "dillonE140" "dillonE131" 1318 "high" "dillonE1"
"60333" "dillonE140" "dillonE131" 2318 "high" "dillonE1"
"60340" "dillonE140" "dillonE131" 1003 "high" "dillonE1"
"60347" "dillonE140" "dillonE131" 1055 "high" "dillonE1"
"60354" "dillonE140" "dillonE131" 782 "high" "dillonE1"
"60571" "dillonE141" "dillonE113" 498 "low" "dillonE1"
"60578" "dillonE141" "dillonE113" 343 "low" "dillonE1"
"60585" "dillonE141" "dillonE113" 567 "low" "dillonE1"
"60592" "dillonE141" "dillonE113" 239 "low" "dillonE1"
"60599" "dillonE141" "dillonE113" 209 "low" "dillonE1"
"60606" "dillonE141" "dillonE113" 1239 "low" "dillonE1"
"60613" "dillonE141" "dillonE137" 1102 "low" "dillonE1"
"60620" "dillonE141" "dillonE137" 583 "low" "dillonE1"
"60627" "dillonE141" "dillonE137" 836 "low" "dillonE1"
"60634" "dillonE141" "dillonE137" 256 "low" "dillonE1"
"60641" "dillonE141" "dillonE137" 399 "low" "dillonE1"
"60648" "dillonE141" "dillonE137" 1519 "low" "dillonE1"
"60739" "dillonE141" "dillonE130" 311 "high" "dillonE1"
"60746" "dillonE141" "dillonE130" 407 "high" "dillonE1"
"60753" "dillonE141" "dillonE130" 619 "high" "dillonE1"
"60760" "dillonE141" "dillonE130" 309 "high" "dillonE1"
"60767" "dillonE141" "dillonE130" 270 "high" "dillonE1"
"60774" "dillonE141" "dillonE130" 699 "high" "dillonE1"
"61033" "dillonE141" "dillonE16" 828 "high" "dillonE1"
"61040" "dillonE141" "dillonE16" 451 "high" "dillonE1"
"61047" "dillonE141" "dillonE16" 515 "high" "dillonE1"
"61054" "dillonE141" "dillonE16" 224 "high" "dillonE1"
"61061" "dillonE141" "dillonE16" 558 "high" "dillonE1"
"61068" "dillonE141" "dillonE16" 803 "high" "dillonE1"
